Date	THETT                         0-  1          004   1	THETT                         1-  3          004   2	THETT                         3-  4          004   3	THETT                         4-  6          004   5	THETT                         6-  8          004   7	THETT                         8- 10          004   9	THETT                        10- 12          004  11	THETT                        12- 13          004  13	THETT                        13- 15          004  14	THETT                        15- 17          004  16	THETT                        17- 19          004  18	THETT                        19- 20          004  19	THETT                        20- 22          004  21	THETT                        22- 24          004  23	THETT                        24- 25          004  24	THETT                        25- 27          004  26	THETT                        27- 28          004  28	THETT                        28- 30          004  29	THETT                        30- 32          004  31	THETT                        32- 33          004  32	THETT                        33- 35          004  34	THETT                        35- 37          004  36	THETT                        37- 38          004  37	THETT                        38- 40          004  39	THETT                        40- 42          004  41	THETT                        42- 43          004  43	THETT                        43- 45          004  44	THETT                        45- 47          004  46	THETT                        47- 49          004  48	THETT                        49- 50          004  49	THETT                        50- 52          004  51	THETT                        52- 54          004  53	THETT                        54- 55          004  54	THETT                        55- 57          004  56	THETT                        57- 58          004  58	THETT                        58- 60          004  59	THETT                        60- 62          004  61	THETT                        62- 63          004  62	THETT                        63- 65          004  64	THETT                        65- 66          004  66	THETT                        66- 68          004  67	THETT                        68- 70          004  69	THETT                        70- 72          004  71	THETT                        72- 73          004  72	THETT                        73- 75          004  74	THETT                        75- 77          004  76	THETT                        77- 78          004  77	THETT                        78- 80          004  79	THETT                        80- 82          004  81	THETT                        82- 83          004  83	THETT                        83- 85          004  84	THETT                        85- 87          004  86	THETT                        87- 89          004  88	THETT                        89- 90          004  89	THETT                        90- 92          004  91	THETT                        92- 94          004  93	THETT                        94- 95          004  94	THETT                        95- 97          004  96	THETT                        97- 98          004  98	THETT                        98-100          004  99	
198701160000	4.12684E-01	4.11770E-01	4.10308E-01	4.09435E-01	4.08994E-01	4.08885E-01	4.09131E-01	4.09461E-01	4.09846E-01	4.10249E-01	4.10651E-01	4.11043E-01	4.11423E-01	4.11793E-01	4.12143E-01	4.12479E-01	4.12814E-01	4.13151E-01	4.13494E-01	4.13846E-01	4.14222E-01	4.14628E-01	4.15056E-01	4.15511E-01	4.15995E-01	4.16512E-01	4.17066E-01	4.17659E-01	4.18293E-01	4.18971E-01	4.19695E-01	4.20467E-01	4.21263E-01	4.22081E-01	4.22944E-01	4.23854E-01	4.24812E-01	4.25819E-01	4.26875E-01	4.27983E-01	4.29180E-01	4.30474E-01	4.31830E-01	4.33252E-01	4.34742E-01	4.36303E-01	4.37940E-01	4.39655E-01	4.41454E-01	4.43342E-01	4.45325E-01	4.47408E-01	4.49599E-01	4.52322E-01	4.52446E-01	4.52344E-01	4.52288E-01	4.56585E-01	4.66384E-01	4.85412E-01	
198701170000	4.10799E-01	4.11329E-01	4.11686E-01	4.11765E-01	4.11632E-01	4.11337E-01	4.11046E-01	4.10868E-01	4.10792E-01	4.10820E-01	4.10943E-01	4.11143E-01	4.11400E-01	4.11699E-01	4.12017E-01	4.12346E-01	4.12689E-01	4.13046E-01	4.13414E-01	4.13796E-01	4.14204E-01	4.14643E-01	4.15103E-01	4.15588E-01	4.16099E-01	4.16641E-01	4.17216E-01	4.17827E-01	4.18475E-01	4.19164E-01	4.19896E-01	4.20672E-01	4.21470E-01	4.22286E-01	4.23146E-01	4.24051E-01	4.25003E-01	4.26001E-01	4.27048E-01	4.28146E-01	4.29332E-01	4.30613E-01	4.31958E-01	4.33368E-01	4.34846E-01	4.36395E-01	4.38021E-01	4.39725E-01	4.41514E-01	4.43393E-01	4.45366E-01	4.47441E-01	4.49624E-01	4.52316E-01	4.52522E-01	4.52583E-01	4.52586E-01	4.56585E-01	4.66384E-01	4.85413E-01	
198701180000	4.08270E-01	4.08852E-01	4.09461E-01	4.09959E-01	4.10342E-01	4.10682E-01	4.10908E-01	4.11057E-01	4.11182E-01	4.11303E-01	4.11434E-01	4.11587E-01	4.11770E-01	4.11986E-01	4.12229E-01	4.12494E-01	4.12788E-01	4.13109E-01	4.13455E-01	4.13826E-01	4.14232E-01	4.14677E-01	4.15148E-01	4.15647E-01	4.16175E-01	4.16733E-01	4.17324E-01	4.17949E-01	4.18610E-01	4.19309E-01	4.20049E-01	4.20831E-01	4.21632E-01	4.22449E-01	4.23309E-01	4.24211E-01	4.25158E-01	4.26152E-01	4.27192E-01	4.28283E-01	4.29460E-01	4.30732E-01	4.32067E-01	4.33467E-01	4.34934E-01	4.36474E-01	4.38088E-01	4.39783E-01	4.41562E-01	4.43431E-01	4.45396E-01	4.47462E-01	4.49637E-01	4.52394E-01	4.52605E-01	4.52670E-01	4.52684E-01	4.56585E-01	4.66384E-01	4.85413E-01	
198701190000	4.06964E-01	4.07548E-01	4.08206E-01	4.08798E-01	4.09313E-01	4.09839E-01	4.10269E-01	4.10590E-01	4.10876E-01	4.11138E-01	4.11385E-01	4.11626E-01	4.11870E-01	4.12123E-01	4.12383E-01	4.12652E-01	4.12941E-01	4.13252E-01	4.13586E-01	4.13944E-01	4.14340E-01	4.14777E-01	4.15243E-01	4.15740E-01	4.16269E-01	4.16831E-01	4.17426E-01	4.18056E-01	4.18723E-01	4.19428E-01	4.20172E-01	4.20957E-01	4.21760E-01	4.22579E-01	4.23438E-01	4.24339E-01	4.25283E-01	4.26273E-01	4.27309E-01	4.28394E-01	4.29565E-01	4.30830E-01	4.32156E-01	4.33548E-01	4.35007E-01	4.36538E-01	4.38144E-01	4.39830E-01	4.41602E-01	4.43463E-01	4.45420E-01	4.47480E-01	4.49648E-01	4.52458E-01	4.52679E-01	4.52749E-01	4.52768E-01	4.56585E-01	4.66384E-01	4.85413E-01	
198701200000	4.23235E-01	4.22951E-01	4.22228E-01	4.21126E-01	4.19582E-01	4.17051E-01	4.14496E-01	4.12980E-01	4.12049E-01	4.11601E-01	4.11497E-01	4.11604E-01	4.11820E-01	4.12092E-01	4.12383E-01	4.12682E-01	4.12996E-01	4.13326E-01	4.13674E-01	4.14041E-01	4.14443E-01	4.14883E-01	4.15351E-01	4.15848E-01	4.16378E-01	4.16939E-01	4.17535E-01	4.18166E-01	4.18833E-01	4.19539E-01	4.20283E-01	4.21069E-01	4.21871E-01	4.22689E-01	4.23546E-01	4.24445E-01	4.25387E-01	4.26373E-01	4.27405E-01	4.28485E-01	4.29650E-01	4.30909E-01	4.32229E-01	4.33614E-01	4.35066E-01	4.36589E-01	4.38188E-01	4.39866E-01	4.41630E-01	4.43483E-01	4.45432E-01	4.47484E-01	4.49645E-01	4.52588E-01	4.52759E-01	4.52805E-01	4.52819E-01	4.56585E-01	4.66385E-01	4.85413E-01	
198701210000	4.35733E-01	4.36292E-01	4.36503E-01	4.36195E-01	4.35305E-01	4.33474E-01	4.30721E-01	4.27574E-01	4.24515E-01	4.21729E-01	4.19265E-01	4.17262E-01	4.15768E-01	4.14753E-01	4.14158E-01	4.13858E-01	4.13769E-01	4.13834E-01	4.14014E-01	4.14278E-01	4.14616E-01	4.15020E-01	4.15469E-01	4.15958E-01	4.16483E-01	4.17043E-01	4.17639E-01	4.18270E-01	4.18937E-01	4.19642E-01	4.20386E-01	4.21170E-01	4.21971E-01	4.22786E-01	4.23641E-01	4.24537E-01	4.25475E-01	4.26457E-01	4.27484E-01	4.28559E-01	4.29719E-01	4.30971E-01	4.32284E-01	4.33662E-01	4.35107E-01	4.36623E-01	4.38214E-01	4.39885E-01	4.41642E-01	4.43489E-01	4.45432E-01	4.47479E-01	4.49635E-01	4.52746E-01	4.52887E-01	4.52907E-01	4.52901E-01	4.56585E-01	4.66385E-01	4.85413E-01	
198701220000	4.32608E-01	4.33159E-01	4.33774E-01	4.34205E-01	4.34372E-01	4.34250E-01	4.33689E-01	4.32912E-01	4.31836E-01	4.30467E-01	4.28835E-01	4.27003E-01	4.25064E-01	4.23135E-01	4.21390E-01	4.19887E-01	4.18630E-01	4.17643E-01	4.16925E-01	4.16457E-01	4.16203E-01	4.16152E-01	4.16273E-01	4.16530E-01	4.16895E-01	4.17347E-01	4.17870E-01	4.18453E-01	4.19089E-01	4.19773E-01	4.20502E-01	4.21276E-01	4.22069E-01	4.22879E-01	4.23729E-01	4.24619E-01	4.25553E-01	4.26530E-01	4.27553E-01	4.28622E-01	4.29777E-01	4.31024E-01	4.32332E-01	4.33704E-01	4.35144E-01	4.36655E-01	4.38242E-01	4.39908E-01	4.41660E-01	4.43503E-01	4.45443E-01	4.47486E-01	4.49639E-01	4.52773E-01	4.52920E-01	4.52948E-01	4.52951E-01	4.56585E-01	4.66385E-01	4.85413E-01	
198701230000	4.25548E-01	4.26451E-01	4.27398E-01	4.28168E-01	4.28743E-01	4.29204E-01	4.29377E-01	4.29354E-01	4.29166E-01	4.28818E-01	4.28318E-01	4.27675E-01	4.26905E-01	4.26025E-01	4.25091E-01	4.24137E-01	4.23168E-01	4.22218E-01	4.21324E-01	4.20520E-01	4.19812E-01	4.19241E-01	4.18841E-01	4.18614E-01	4.18554E-01	4.18647E-01	4.18877E-01	4.19228E-01	4.19683E-01	4.20230E-01	4.20856E-01	4.21553E-01	4.22290E-01	4.23059E-01	4.23878E-01	4.24745E-01	4.25660E-01	4.26622E-01	4.27633E-01	4.28694E-01	4.29840E-01	4.31080E-01	4.32381E-01	4.33747E-01	4.35182E-01	4.36688E-01	4.38271E-01	4.39934E-01	4.41683E-01	4.43524E-01	4.45462E-01	4.47504E-01	4.49657E-01	4.52720E-01	4.52920E-01	4.52976E-01	4.52990E-01	4.56585E-01	4.66384E-01	4.85412E-01	
198701240000	4.21622E-01	4.22465E-01	4.23402E-01	4.24228E-01	4.24921E-01	4.25591E-01	4.26059E-01	4.26341E-01	4.26508E-01	4.26565E-01	4.26514E-01	4.26362E-01	4.26113E-01	4.25777E-01	4.25374E-01	4.24925E-01	4.24430E-01	4.23903E-01	4.23361E-01	4.22822E-01	4.22290E-01	4.21790E-01	4.21360E-01	4.21018E-01	4.20778E-01	4.20652E-01	4.20643E-01	4.20753E-01	4.20978E-01	4.21314E-01	4.21754E-01	4.22290E-01	4.22896E-01	4.23557E-01	4.24287E-01	4.25081E-01	4.25936E-01	4.26851E-01	4.27822E-01	4.28851E-01	4.29971E-01	4.31189E-01	4.32474E-01	4.33826E-01	4.35250E-01	4.36748E-01	4.38323E-01	4.39980E-01	4.41725E-01	4.43561E-01	4.45495E-01	4.47534E-01	4.49683E-01	4.52623E-01	4.52866E-01	4.52952E-01	4.52986E-01	4.56585E-01	4.66384E-01	4.85413E-01	
198701250000	4.19037E-01	4.19839E-01	4.20752E-01	4.21585E-01	4.22316E-01	4.23063E-01	4.23654E-01	4.24069E-01	4.24397E-01	4.24642E-01	4.24807E-01	4.24895E-01	4.24912E-01	4.24861E-01	4.24752E-01	4.24597E-01	4.24401E-01	4.24170E-01	4.23914E-01	4.23642E-01	4.23357E-01	4.23071E-01	4.22807E-01	4.22580E-01	4.22403E-01	4.22289E-01	4.22248E-01	4.22288E-01	4.22416E-01	4.22636E-01	4.22949E-01	4.23355E-01	4.23837E-01	4.24384E-01	4.25008E-01	4.25705E-01	4.26474E-01	4.27311E-01	4.28216E-01	4.29186E-01	4.30254E-01	4.31427E-01	4.32673E-01	4.33993E-01	4.35388E-01	4.36862E-01	4.38417E-01	4.40057E-01	4.41786E-01	4.43609E-01	4.45531E-01	4.47559E-01	4.49699E-01	4.52680E-01	4.52922E-01	4.53001E-01	4.53026E-01	4.56585E-01	4.66384E-01	4.85413E-01	
198701260000	4.18150E-01	4.18690E-01	4.19336E-01	4.19977E-01	4.20587E-01	4.21265E-01	4.21862E-01	4.22319E-01	4.22720E-01	4.23062E-01	4.23345E-01	4.23570E-01	4.23741E-01	4.23858E-01	4.23926E-01	4.23952E-01	4.23943E-01	4.23905E-01	4.23842E-01	4.23762E-01	4.23668E-01	4.23567E-01	4.23472E-01	4.23392E-01	4.23337E-01	4.23318E-01	4.23342E-01	4.23420E-01	4.23559E-01	4.23765E-01	4.24043E-01	4.24397E-01	4.24818E-01	4.25297E-01	4.25849E-01	4.26473E-01	4.27168E-01	4.27934E-01	4.28771E-01	4.29678E-01	4.30686E-01	4.31801E-01	4.32995E-01	4.34269E-01	4.35622E-01	4.37059E-01	4.38580E-01	4.40189E-01	4.41889E-01	4.43686E-01	4.45584E-01	4.47590E-01	4.49708E-01	4.52885E-01	4.53070E-01	4.53113E-01	4.53119E-01	4.56585E-01	4.66385E-01	4.85413E-01	
