Date	Nitrogen            g m²      0- 25(NNO3)  A 001  13	Nitrogen            g m²     25- 50(NNO3)  A 001  38	Nitrogen            g m²     50- 75(NNO3)  A 001  63	Nitrogen            g m²     75-100(NNO3)  A 001  88	Nitrogen            g m²    100-150(NNO3)  A 001 125	Nitrogen            g m²    (Nt) Plant-N   A 001    	Cumulated Nitrogen  g m²    Denitrified NO A 001    	Cumulated Nitrogen  g m²    Leached NO3-N  A 001    	Nitrogen            g m²      0- 25(NNH4)  A 001  13	Nitrogen            g m²     25- 50(NNH4)  A 001  38	Nitrogen            g m²     50- 75(NNH4)  A 001  63	Nitrogen            g m²     75-100(NNH4)  A 001  88	Nitrogen            g m²    100-150(NNH4)  A 001 125	Nitrogen            g m²    Harvest residu A 001    	Nitrogen flow       g m²day Deposition (to A 001    	Nitrogen flow       g m²day  75-100        A 001  88	Nitrogen flow       g m²day   0- 25 Man-fa A 001  13	Nitrogen flow       g m²day Harvest export A 001    	Nitrogen flow       g m²day   0- 25 Man-NH A 001  13	Nitrate-N           mg l      0- 25 water  A 001  13	Nitrogen flow       g m²day NO3-N tile dra A 001    	Nitrogen flow       g m²day NO3-N stream Q A 001    	Nitrogen            g m²    Litter tot pro A 001    	Nitrogen            g m²    Faeces tot pro A 001    	Nitrogen            g m²    Humus tot prof A 001    	Nitrogen            g m²    NH4-N tot prof A 001    	Nitrogen            g m²    NO3-N tot prof A 001    	Depth               m       (zr) RootDepth A 001    	Nitrogen flow       g m²day (XNd) PotPlant A 001    	Nitrogen flow       g m²day Act denitrific A 001    	Nitrogen flow       g m²day (XNu) ActPlant A 001    	Water flow          mm day  In drainage ti A 001    	Water flow          mm day  In stream      A 001    	Nitrogen flow       g m²day Litter-NH4     A 001    	Nitrogen flow       g m²day Faeces-NH4     A 001    	Nitrogen flow       g m²day Org-NH4        A 001    	C-N ratio           -         0- 25 Litter A 001  13	C-N ratio           -        25- 50 Litter A 001  38	C-N ratio           -        50- 75 Litter A 001  63	C-N ratio           -        75-100 Litter A 001  88	C-N ratio           -       100-150 Litter A 001 125	C-N ratio           -         0- 25 Faeces A 001  13	Nitrogen            mg l    NO3-N stream   A 001    	Nitrogen            mg l    NO3-N tile dra A 001    	Water flow          mm day  Surface runoff A 001    	Water flow          mm day  Surface runoff A 001    	Water flow          mm day  Percolation    A 001    	
198501011200	1.03453E+00	5.41769E-01	3.26009E-01	2.16499E-01	4.68796E-03	0.00000E+00	0.00000E+00	0.00000E+00	9.98584E-01	4.66613E-01	2.78701E-01	1.86079E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.68796E-03	0.00000E+00	0.00000E+00	0.00000E+00	1.52830E+01	0.00000E+00	0.00000E+00	4.24800E+00	0.00000E+00	8.45000E+02	2.00000E+00	2.00000E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	3.69091E-02	0.00000E+00	1.60168E-02	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	
198501021200	1.03462E+00	5.63820E-01	3.46964E-01	2.30841E-01	9.56591E-03	0.00000E+00	0.00000E+00	5.08213E-05	9.98469E-01	4.41030E-01	2.60775E-01	1.74174E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.92877E-03	0.00000E+00	0.00000E+00	0.00000E+00	1.66392E+01	0.00000E+00	5.08213E-05	4.20371E+00	0.00000E+00	8.44991E+02	1.92998E+00	2.12350E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.43187E+00	4.37404E-03	0.00000E+00	1.91432E-03	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	3.54906E-02	0.00000E+00	0.00000E+00	0.00000E+00	1.43187E+00	
198501031200	1.03526E+00	5.73864E-01	3.62481E-01	2.42820E-01	1.44302E-02	0.00000E+00	0.00000E+00	1.54592E-04	9.98469E-01	4.24780E-01	2.46075E-01	1.63994E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.96803E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.08988E+01	0.00000E+00	1.03771E-04	4.19846E+00	0.00000E+00	8.44990E+02	1.87445E+00	2.18581E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.43335E+00	1.01934E-03	0.00000E+00	4.47735E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	7.23921E-02	0.00000E+00	0.00000E+00	0.00000E+00	1.43335E+00	
198501041200	1.03581E+00	5.80792E-01	3.74374E-01	2.52860E-01	1.91191E-02	0.00000E+00	0.00000E+00	3.09771E-04	9.98469E-01	4.12951E-01	2.34174E-01	1.55203E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.84413E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.54926E+01	0.00000E+00	1.55179E-04	4.19724E+00	0.00000E+00	8.44990E+02	1.83332E+00	2.22885E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.42036E+00	8.21180E-04	0.00000E+00	3.63284E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.09246E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.42036E+00	
198501051200	1.03636E+00	5.85867E-01	3.83258E-01	2.61153E-01	2.35602E-02	0.00000E+00	0.00000E+00	5.12248E-04	9.98469E-01	4.03731E-01	2.24902E-01	1.47780E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.64352E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.54839E+01	0.00000E+00	2.02476E-04	4.19625E+00	0.00000E+00	8.44990E+02	1.80080E+00	2.26295E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.39722E+00	6.79437E-04	0.00000E+00	3.02641E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.44903E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.39722E+00	
198501061200	1.03690E+00	5.89765E-01	3.90197E-01	2.67917E-01	2.77390E-02	0.00000E+00	0.00000E+00	7.56619E-04	9.98469E-01	3.96216E-01	2.17389E-01	1.41621E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.42316E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.60048E+01	0.00000E+00	2.44371E-04	4.19544E+00	0.00000E+00	8.44990E+02	1.77488E+00	2.29019E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.36614E+00	5.77974E-04	0.00000E+00	2.59057E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.78864E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.36614E+00	
198501071200	1.03745E+00	5.92872E-01	3.95824E-01	2.73585E-01	3.16638E-02	0.00000E+00	0.00000E+00	1.03724E-03	9.98469E-01	3.89882E-01	2.11095E-01	1.36373E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.20543E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.65382E+01	0.00000E+00	2.80626E-04	4.19474E+00	0.00000E+00	8.44990E+02	1.75370E+00	2.31252E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.32962E+00	5.05051E-04	0.00000E+00	2.27611E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	2.11042E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.32962E+00	
198501081200	1.03800E+00	5.95441E-01	4.00533E-01	2.78449E-01	3.53537E-02	0.00000E+00	0.00000E+00	1.34876E-03	9.98469E-01	3.84392E-01	2.05672E-01	1.31799E-01	0.00000E+00	0.00000E+00	5.47945E-04	4.00145E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.70930E+01	0.00000E+00	3.11511E-04	4.19414E+00	0.00000E+00	8.44989E+02	1.73582E+00	2.33140E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.28980E+00	4.51680E-04	0.00000E+00	2.04561E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	2.41500E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.28980E+00	
198501091200	1.03855E+00	5.97636E-01	4.04583E-01	2.82701E-01	3.88304E-02	0.00000E+00	0.00000E+00	1.68630E-03	9.98469E-01	3.79522E-01	2.00890E-01	1.27740E-01	0.00000E+00	0.00000E+00	5.47945E-04	3.81425E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.79175E+01	0.00000E+00	3.37545E-04	4.19359E+00	0.00000E+00	8.44989E+02	1.72033E+00	2.34778E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.24834E+00	4.11859E-04	0.00000E+00	1.87371E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	2.70374E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.24834E+00	
198501101200	1.03910E+00	5.99567E-01	4.08142E-01	2.86475E-01	4.21147E-02	0.00000E+00	0.00000E+00	2.04562E-03	9.98469E-01	3.75119E-01	1.96592E-01	1.24087E-01	0.00000E+00	0.00000E+00	5.47945E-04	3.64355E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.85512E+01	0.00000E+00	3.59316E-04	4.19310E+00	0.00000E+00	8.44989E+02	1.70662E+00	2.36230E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.20642E+00	3.81543E-04	0.00000E+00	1.74315E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	2.97812E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.20642E+00	
198501111200	1.03964E+00	6.01314E-01	4.11329E-01	2.89866E-01	4.52252E-02	0.00000E+00	0.00000E+00	2.42302E-03	9.98469E-01	3.71072E-01	1.92673E-01	1.20763E-01	0.00000E+00	0.00000E+00	5.47945E-04	3.48797E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.90484E+01	0.00000E+00	3.77398E-04	4.19264E+00	0.00000E+00	8.44989E+02	1.69427E+00	2.37540E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.16487E+00	3.58294E-04	0.00000E+00	1.64354E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	3.23955E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.16487E+00	
198501121200	1.04019E+00	6.02924E-01	4.14222E-01	2.92942E-01	4.81788E-02	0.00000E+00	0.00000E+00	2.81533E-03	9.98469E-01	3.67310E-01	1.89057E-01	1.17712E-01	0.00000E+00	0.00000E+00	5.47945E-04	3.34585E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.97468E+01	0.00000E+00	3.92315E-04	4.19221E+00	0.00000E+00	8.44989E+02	1.68298E+00	2.38738E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.12425E+00	3.39689E-04	0.00000E+00	1.56424E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	3.48926E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.12425E+00	
198501131200	1.04074E+00	6.04432E-01	4.16877E-01	2.95752E-01	5.09898E-02	0.00000E+00	0.00000E+00	3.21986E-03	9.98469E-01	3.63779E-01	1.85692E-01	1.14895E-01	0.00000E+00	0.00000E+00	5.47945E-04	3.21554E-03	0.00000E+00	0.00000E+00	0.00000E+00	3.01782E+01	0.00000E+00	4.04529E-04	4.19181E+00	0.00000E+00	8.44989E+02	1.67255E+00	2.39846E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.08491E+00	3.24655E-04	0.00000E+00	1.50061E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	3.72837E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.08491E+00	
198501141200	1.04129E+00	6.05865E-01	4.19337E-01	2.98334E-01	5.36709E-02	0.00000E+00	0.00000E+00	3.63430E-03	9.98469E-01	3.60435E-01	1.82538E-01	1.12279E-01	0.00000E+00	0.00000E+00	5.47945E-04	3.09560E-03	0.00000E+00	0.00000E+00	0.00000E+00	3.03233E+01	0.00000E+00	4.14442E-04	4.19142E+00	0.00000E+00	8.44989E+02	1.66283E+00	2.40879E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.04705E+00	3.12304E-04	0.00000E+00	1.44879E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	3.95780E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.04705E+00	
198501151200	1.04184E+00	6.07250E-01	4.21631E-01	3.00719E-01	5.62334E-02	0.00000E+00	0.00000E+00	4.05670E-03	9.98469E-01	3.57241E-01	1.79565E-01	1.09842E-01	0.00000E+00	0.00000E+00	5.47945E-04	2.98482E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.99983E+01	0.00000E+00	4.22395E-04	4.19104E+00	0.00000E+00	8.44989E+02	1.65372E+00	2.41850E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.01081E+00	3.02483E-04	0.00000E+00	1.40825E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	4.17838E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.01081E+00	
198501161200	1.04238E+00	6.08604E-01	4.23784E-01	3.02928E-01	5.86868E-02	0.00000E+00	0.00000E+00	4.48538E-03	9.98469E-01	3.54168E-01	1.76749E-01	1.07563E-01	0.00000E+00	0.00000E+00	5.47945E-04	2.88217E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.98221E+01	0.00000E+00	4.28683E-04	4.19068E+00	0.00000E+00	8.44989E+02	1.64512E+00	2.42767E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.76217E-01	2.94441E-04	0.00000E+00	1.37561E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	4.39082E-01	0.00000E+00	0.00000E+00	0.00000E+00	9.76217E-01	
198501171200	1.04293E+00	6.09927E-01	4.25814E-01	3.04983E-01	6.10400E-02	0.00000E+00	0.00000E+00	4.91894E-03	9.98469E-01	3.51208E-01	1.74073E-01	1.05426E-01	0.00000E+00	0.00000E+00	5.47945E-04	2.78676E-03	0.00000E+00	0.00000E+00	0.00000E+00	3.00582E+01	0.00000E+00	4.33556E-04	4.19032E+00	0.00000E+00	8.44989E+02	1.63695E+00	2.43639E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.43283E-01	2.87164E-04	0.00000E+00	1.34621E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	4.59576E-01	0.00000E+00	0.00000E+00	0.00000E+00	9.43283E-01	
198501181200	1.04348E+00	6.11215E-01	4.27733E-01	3.06899E-01	6.33006E-02	0.00000E+00	0.00000E+00	5.35616E-03	9.98469E-01	3.48354E-01	1.71525E-01	1.03419E-01	0.00000E+00	0.00000E+00	5.47945E-04	2.69775E-03	0.00000E+00	0.00000E+00	0.00000E+00	3.05695E+01	0.00000E+00	4.37225E-04	4.18998E+00	0.00000E+00	8.44989E+02	1.62918E+00	2.44470E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.11973E-01	2.80193E-04	0.00000E+00	1.31794E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	4.79376E-01	0.00000E+00	0.00000E+00	0.00000E+00	9.11973E-01	
198501191200	1.04403E+00	6.12467E-01	4.29549E-01	3.08688E-01	6.54751E-02	0.00000E+00	0.00000E+00	5.79603E-03	9.98469E-01	3.45604E-01	1.69095E-01	1.01531E-01	0.00000E+00	0.00000E+00	5.47945E-04	2.61439E-03	0.00000E+00	0.00000E+00	0.00000E+00	3.07736E+01	0.00000E+00	4.39869E-04	4.18964E+00	0.00000E+00	8.44989E+02	1.62177E+00	2.45263E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.82234E-01	2.73477E-04	0.00000E+00	1.29059E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	4.98529E-01	0.00000E+00	0.00000E+00	0.00000E+00	8.82234E-01	
198501201200	1.04458E+00	6.13697E-01	4.31271E-01	3.10362E-01	6.75696E-02	0.00000E+00	0.00000E+00	6.23767E-03	9.98469E-01	3.42937E-01	1.66774E-01	9.97518E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.53614E-03	0.00000E+00	0.00000E+00	0.00000E+00	3.03188E+01	0.00000E+00	4.41637E-04	4.18932E+00	0.00000E+00	8.44988E+02	1.61470E+00	2.46021E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.53999E-01	2.67981E-04	0.00000E+00	1.26876E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	5.17079E-01	0.00000E+00	0.00000E+00	0.00000E+00	8.53999E-01	
198501211200	1.04512E+00	6.14915E-01	4.32910E-01	3.11931E-01	6.95895E-02	0.00000E+00	0.00000E+00	6.68033E-03	9.98469E-01	3.40338E-01	1.64551E-01	9.80735E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.46258E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.97598E+01	0.00000E+00	4.42659E-04	4.18899E+00	0.00000E+00	8.44988E+02	1.60793E+00	2.46748E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.27201E-01	2.63423E-04	0.00000E+00	1.25116E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	5.35064E-01	0.00000E+00	0.00000E+00	0.00000E+00	8.27201E-01	
198501221200	1.04567E+00	6.16126E-01	4.34472E-01	3.13403E-01	7.15398E-02	0.00000E+00	0.00000E+00	7.12337E-03	9.98469E-01	3.37799E-01	1.62420E-01	9.64881E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.39335E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.91123E+01	0.00000E+00	4.43048E-04	4.18868E+00	0.00000E+00	8.44988E+02	1.60143E+00	2.47447E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.01768E-01	2.59393E-04	0.00000E+00	1.23589E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	5.52520E-01	0.00000E+00	0.00000E+00	0.00000E+00	8.01768E-01	
198501231200	1.04733E+00	6.17328E-01	4.35964E-01	3.14787E-01	7.34250E-02	0.00000E+00	0.00000E+00	7.56627E-03	9.98469E-01	3.35316E-01	1.60373E-01	9.49886E-02	0.00000E+00	0.00000E+00	1.65212E-03	2.32804E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.80107E+01	0.00000E+00	4.42897E-04	4.18837E+00	0.00000E+00	8.44988E+02	1.59518E+00	2.48121E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.77625E-01	2.55712E-04	0.00000E+00	1.22212E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	5.69478E-01	0.00000E+00	0.00000E+00	0.00000E+00	7.77625E-01	
198501241200	1.04900E+00	6.18521E-01	4.37390E-01	3.16090E-01	7.52490E-02	0.00000E+00	0.00000E+00	8.00856E-03	9.98469E-01	3.32889E-01	1.58405E-01	9.35686E-02	0.00000E+00	0.00000E+00	1.67101E-03	2.26631E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.65712E+01	0.00000E+00	4.42289E-04	4.18806E+00	0.00000E+00	8.44988E+02	1.58915E+00	2.48883E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.54700E-01	2.52110E-04	0.00000E+00	1.20858E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	5.85968E-01	0.00000E+00	0.00000E+00	0.00000E+00	7.54700E-01	
198501251200	1.04955E+00	6.19698E-01	4.38754E-01	3.17318E-01	7.70155E-02	0.00000E+00	0.00000E+00	8.44985E-03	9.98469E-01	3.30518E-01	1.56512E-01	9.22228E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.20783E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.58664E+01	0.00000E+00	4.41291E-04	4.18776E+00	0.00000E+00	8.44988E+02	1.58333E+00	2.49625E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.32922E-01	2.48392E-04	0.00000E+00	1.19435E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	6.02015E-01	0.00000E+00	0.00000E+00	0.00000E+00	7.32922E-01	
198501261200	1.05009E+00	6.20857E-01	4.40059E-01	3.18476E-01	7.87279E-02	0.00000E+00	0.00000E+00	8.88981E-03	9.98469E-01	3.28204E-01	1.54691E-01	9.09463E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.15230E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.57942E+01	0.00000E+00	4.39961E-04	4.18746E+00	0.00000E+00	8.44988E+02	1.57772E+00	2.50233E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.12220E-01	2.44605E-04	0.00000E+00	1.17964E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	6.17644E-01	0.00000E+00	0.00000E+00	0.00000E+00	7.12220E-01	
198501271200	1.05064E+00	6.21995E-01	4.41307E-01	3.19568E-01	8.03890E-02	0.00000E+00	0.00000E+00	9.32816E-03	9.98469E-01	3.25946E-01	1.52938E-01	8.97348E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.09950E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.56692E+01	0.00000E+00	4.38349E-04	4.18717E+00	0.00000E+00	8.44988E+02	1.57231E+00	2.50821E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.92530E-01	2.40899E-04	0.00000E+00	1.16518E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	6.32877E-01	0.00000E+00	0.00000E+00	0.00000E+00	6.92530E-01	
198501281200	1.05119E+00	6.23113E-01	4.42502E-01	3.20600E-01	8.20017E-02	0.00000E+00	0.00000E+00	9.76466E-03	9.98469E-01	3.23742E-01	1.51251E-01	8.85842E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.04922E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.57891E+01	0.00000E+00	4.36500E-04	4.18688E+00	0.00000E+00	8.44988E+02	1.56709E+00	2.51390E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.73789E-01	2.37222E-04	0.00000E+00	1.15072E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	6.47733E-01	0.00000E+00	0.00000E+00	0.00000E+00	6.73789E-01	
198501291200	1.05174E+00	6.24209E-01	4.43645E-01	3.21576E-01	8.35686E-02	0.00000E+00	0.00000E+00	1.01991E-02	9.98469E-01	3.21592E-01	1.49625E-01	8.74906E-02	0.00000E+00	0.00000E+00	5.47945E-04	2.00130E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.57409E+01	0.00000E+00	4.34450E-04	4.18659E+00	0.00000E+00	8.44988E+02	1.56205E+00	2.51941E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.55940E-01	2.33577E-04	0.00000E+00	1.13629E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	6.62230E-01	0.00000E+00	0.00000E+00	0.00000E+00	6.55940E-01	
198501301200	1.05590E+00	6.25282E-01	4.44740E-01	3.22498E-01	8.50919E-02	0.00000E+00	0.00000E+00	1.06313E-02	9.98469E-01	3.19493E-01	1.48058E-01	8.64505E-02	0.00000E+00	0.00000E+00	4.16139E-03	1.95556E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.43167E+01	0.00000E+00	4.32230E-04	4.18631E+00	0.00000E+00	8.44988E+02	1.55718E+00	2.52474E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.38929E-01	2.30056E-04	0.00000E+00	1.12232E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	6.76387E-01	0.00000E+00	0.00000E+00	0.00000E+00	6.38929E-01	
198501311200	1.06317E+00	6.26322E-01	4.45789E-01	3.23371E-01	8.65739E-02	0.00000E+00	0.00000E+00	1.10612E-02	9.98469E-01	3.17452E-01	1.46548E-01	8.54607E-02	0.00000E+00	0.00000E+00	7.26726E-03	1.91187E-03	0.00000E+00	0.00000E+00	0.00000E+00	2.14465E+01	0.00000E+00	4.29871E-04	4.18604E+00	0.00000E+00	8.44988E+02	1.55247E+00	2.53351E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.22705E-01	2.26070E-04	0.00000E+00	1.10598E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	6.90217E-01	0.00000E+00	0.00000E+00	0.00000E+00	6.22705E-01	
198502011200	1.06752E+00	6.31374E-01	4.46856E-01	3.24199E-01	8.80166E-02	0.00000E+00	0.00000E+00	1.14886E-02	9.98469E-01	3.15478E-01	1.45094E-01	8.45184E-02	0.00000E+00	0.00000E+00	8.46666E-03	1.87004E-03	0.00000E+00	0.00000E+00	0.00000E+00	1.84859E+01	0.00000E+00	4.27395E-04	4.18576E+00	0.00000E+00	8.44988E+02	1.54793E+00	2.54523E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.07222E-01	2.21288E-04	0.00000E+00	1.08564E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	7.03737E-01	0.00000E+00	0.00000E+00	0.00000E+00	6.07222E-01	
198502021200	1.05771E+00	6.41984E-01	4.48470E-01	3.25014E-01	8.94225E-02	0.00000E+00	0.00000E+00	1.19134E-02	9.98469E-01	3.13584E-01	1.43696E-01	8.36210E-02	0.00000E+00	0.00000E+00	5.47945E-04	1.83075E-03	0.00000E+00	0.00000E+00	0.00000E+00	1.71461E+01	0.00000E+00	4.24823E-04	4.18550E+00	0.00000E+00	8.44988E+02	1.54356E+00	2.55797E+00	-1.00000E-02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	5.92434E-01	2.16054E-04	0.00000E+00	1.06294E-04	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	1.00000E+01	7.16960E-01	0.00000E+00	0.00000E+00	0.00000E+00	5.92434E-01	
